"@SomaAhmd1880 وانتي بخير وسنة جميلة للكل إن شاء الله 🌸"
"@aljawharapo سنة جميلة عليك وعلى كل المتابعين والمتابعات🌸"
"أنت حبيب هالعام وأنت عامي الجديد .❤"
"@f_tt_s بعد ماتجاوزتي ديسمبر … https://t.co/5C1AKpUrF8"
"""كان الرسول أثقل الناس همًا لكنهُ كان أكثرهُم تبسُمًا، صلوا عليه وسلموا.""

 #جمعه_مباركه"
"@HNouraali اتفق 👍🏻"
"@f_tt_s صح بدنك 😂❤️‍🩹"
"مازال المطر متواصلاً، 
يبدو أن جرح الغيمة عميق💔
————————————
كيفني مع المجروحين 
اللي يشوف جرحه في كل مكان ❤️‍🩹
 #الرياض_الان"
"@f_tt_s حزيني وفجأي يابعد نوحي 😂😂😂😂"
"@nourahalkaltham 25"
"@omali_ali_ https://t.co/XhfceujKW4"
"@f_tt_s آمين🤲🏻"
"@Sho_______00 شوفي لها مخرج من هنا ولا من هنا …
لين الله يزينها…"
"إبتسم لسنة راحلة ….إنسى من أساء إليك 
و استقبل من أراد الدخول بحياتك ""بحب""
قُل للغائبين وداعاً ..وقل للقادمين أهلاً.."
"@w_alshmre7 صحت يمينك ياورد …
ويا ياليت قبل الحذف بلوك🌸"
"@faisal_ggg https://t.co/szBr7kCqOT"
"من أكثر المغردات حيويه وتجدد بكل فترة
استمري يابطله 👍🏻👍🏻👍🏻👍🏻 https://t.co/3tKcHrBxj6"
"@nontk88 @HNouraali 😂😂😂😂😂"
"@3GB_4 عسى من حداني عن وليفي وانا باغيه
تحده ذنوبه مايجي بارد الجنة …"
"@nontk88 مو باللهجه نونتاك…."
"@jazz_m22 😂😂😂😂"
"@GAZALF16 مساء الورد يابونواف ❤️🌹"
"@nontk88 مساء الورد نونتآك🌸🤍"
"@differntwoman تحنحبين !!!!"
"@Clara9990soma80 زحمه كتير مع المطره…
بحاول عم اطلع بس ما خرجني هيك زحمه…"
"أنتَ الشتاء الذي سّقى قلبي مطراً ❤"
"""المطر أقرب عهدٍ بالله إلى التنهيدة التي وصلت للسماء، أرجوك عودي محمّلة بالطمأنينة."""
"@abu_soud_G @GAZALF16 😂😂"
"@GAZALF16 أنت مو خالد عبدالرحمن 
أنت خالد بسم الله الرحمن"
"@GAZALF16 https://t.co/K0974TQrIC"
"@abu_soud_G @GAZALF16 😂😂😂"
"@aljawharapo صح بدنك يالشيخه🌸"
"إفتقدتك كثيراً  واقتنعت برحيلك 
ولكن …..لم اقتنع لماذا انتظرك حتى الآن !!"
"@barrrag @AlNassrFC @musalli9 أنت تقول يتعافى النصر بخروج مسلي..
معقوله ست نقاط كانت كافيه لتغيير الموقف.!!"
